"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000090339",4330.96233103888,2.13802807123663,0.329100830844353,6.49657451715095,8.21694249392417e-11,6.3458128112028e-09
"ENSG00000090382",1367.28572335495,3.46652336063037,0.512035859767301,6.77007927180288,1.28711852636896e-11,1.20622770662188e-09
"ENSG00000090447",9.3746574476329,2.66565933733085,0.694936277485155,3.83583275718081,0.000125139546038234,0.00146456581897507
"ENSG00000090659",35.6065918443317,2.80957679022874,0.947705012090995,2.96461109140887,0.00303065796400528,0.018757651095856
"ENSG00000090889",55.5810492855853,2.28277963445662,0.701046808955905,3.25624424117477,0.00112896590510215,0.00866057943976188
"ENSG00000090932",8.01693379402745,3.49585074641678,1.08212597319065,3.23053954255369,0.00123556812128376,0.00933315118480751
"ENSG00000090975",93.0494253734067,1.04790066131492,0.277083106247303,3.78190022303146,0.00015563574741314,0.00174008832518838
"ENSG00000091137",353.98288241625,-1.20797269812233,0.436423218911417,-2.76789282920238,0.00564200053744222,0.0300690388600382
"ENSG00000091583",239.071121177636,-2.27438979564954,0.617802269748563,-3.68142026505533,0.000231938326363698,0.00241671450583527
"ENSG00000092853",66.0970527340432,1.91798331558426,0.533873110671321,3.59258272658177,0.000327416660880367,0.00320399674953013
"ENSG00000092929",265.013810988102,1.80348841239555,0.347684784440619,5.18713643249339,2.13552284928126e-07,6.52442646333525e-06
"ENSG00000092969",323.908555352176,1.10480138713532,0.329856214742958,3.34934234298492,0.000810036407817034,0.00667263158661136
"ENSG00000093072",1551.8999754752,1.48381589572122,0.253664338892531,5.84952501482623,4.92978743173632e-09,2.41868904150796e-07
"ENSG00000094804",94.8479874000257,4.14967048498801,0.606153462053401,6.84590742240523,7.5992613262145e-12,7.34164930133356e-10
"ENSG00000095303",1142.75078189642,1.30039772586139,0.445563294901327,2.91854769174684,0.00351666076726371,0.021046133871914
"ENSG00000095383",382.017916532463,1.04906887655271,0.25934992503902,4.04499394551539,5.2324476361936e-05,0.000713883886329533
"ENSG00000095539",228.303114954656,1.26919082451078,0.330474277859278,3.84051319434678,0.000122777372747411,0.0014396135992904
"ENSG00000095564",706.526425267171,-1.32820196119363,0.199116817448193,-6.67046600189466,2.54992443118649e-11,2.25456569318545e-09
"ENSG00000095752",21.9320872728,2.47063871615244,0.652462454612443,3.78663737459036,0.000152699691282086,0.00171569451066922
"ENSG00000095970",80.0839181691923,3.13863417048707,0.782945031464049,4.00875418369801,6.10399140792683e-05,0.000806946827775307
"ENSG00000096060",11655.5421078987,-1.93749891453384,0.409064095449768,-4.73641890375041,2.17527727255654e-06,4.70438962090836e-05
"ENSG00000096093",989.917145711948,-1.00442587450497,0.144320758476569,-6.9596770770023,3.41053588019863e-12,3.57064555624812e-10
"ENSG00000096996",68.3188630213619,2.34226088884792,0.440602263005584,5.31604370996669,1.06047685404233e-07,3.50728645780005e-06
"ENSG00000099377",478.651297429587,1.16057607179448,0.300841310565126,3.85776830188101,0.000114427041120696,0.00135551166143303
"ENSG00000099812",504.644702216112,1.00980230363322,0.339057109511076,2.97826612481115,0.00289884166838155,0.0181348874924455
"ENSG00000099889",539.080206563222,1.05884568050683,0.304401644698097,3.47844927565022,0.000504323875862501,0.00456390308203671
"ENSG00000099953",129.923195822976,2.95867770987885,0.514724532206222,5.74807984612139,9.02626149617287e-09,4.1064566392225e-07
"ENSG00000099958",94.9979157603143,1.44852441086987,0.423588370174,3.41965104064318,0.000627015129562943,0.00543818806652477
"ENSG00000100034",2659.83221488908,1.15247592041368,0.22389176609084,5.14746897814047,2.64024650538658e-07,7.89916262389826e-06
"ENSG00000100036",220.647937143386,1.97706846812096,0.354467613359945,5.57757152869518,2.43899506303709e-08,9.76456551477023e-07
"ENSG00000100055",219.990321913215,1.02974133585779,0.247761946535298,4.15617228657463,3.23623819001271e-05,0.000474105105330785
"ENSG00000100060",2823.44966415463,1.64647597559252,0.196473107380015,8.38015949128308,5.28560308199498e-17,1.43756913388781e-14
"ENSG00000100092",16.8234912571901,2.48469146367609,0.463543298529506,5.36021439972976,8.31232418432051e-08,2.8414067724053e-06
"ENSG00000100095",5.12846695297833,4.79237942166776,1.56226349394628,3.06758715174366,0.00215794524705309,0.0144143368851475
